Business Name,Address,City,State,Number of Reviews,Site,Phone,Photo,pricing,wide_selection,sell_antiques,sell_books,clean_organized,sell_clothes,sell_furniture,sell_jewelry,sell_gift_items,sell_premium_brand,sell_merchandise,friendly_employees
Bargain John's Antiques,"700 Washington Blvd, Lexington, NE 68850",Lexington,Nebraska,63,http://www.bargainjohn.com/,+1 308-324-4576,https://lh5.googleusercontent.com/p/AF1QipN5bOiIY8ZwkkhW0TAokI76xxE3dmqV8vqymCiK=w800-h500-k-no,Low,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Loft Outlet,"1310 Scheels Drive, Sparks, NV 89434",Sparks,Nevada,33,https://www.loft.com/store/outlet/nv/sparks/1310-scheels-drive?y_source=1_MjU1NTY5Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 775-358-1378,https://lh5.googleusercontent.com/p/AF1QipMqx4Rz5ZnUjT_YmRrYIzjmQzRzU22C8XwiTyUT=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Home Means Nevada Co.,"135 N Sierra St Suite C, Reno, NV 89501",Reno,Nevada,35,https://homemeansnevada.com/,+1 775-682-3800,https://lh5.googleusercontent.com/p/AF1QipOnAzuaAzal8fBecRbfYg0KkmRG3blx0VdFHnQF=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Genoa Country Store Permanently Closed,"2285 Main St, Genoa, NV 89411",Genoa,Nevada,174,No data available,+1 775-782-5974,https://lh5.googleusercontent.com/p/AF1QipNWUZJS4-1HQ4IKtZNWKKlnuefwbArVegiPW2D8=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Virgin Valley Community Food & Thrift Store,"115 S 1st st, Mesquite, NV 89027",Mesquite,Nevada,49,No data available,+1 702-346-0900,https://lh5.googleusercontent.com/p/AF1QipM864FfPQY48GNAfpvSMJZQKYYvnTUCzjsIqFHe=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Maidenlane,"35 Via Brianza Suite 100, Henderson, NV 89011",Henderson,Nevada,50,https://maidenlanelasvegas.com/,+1 702-564-2100,https://lh5.googleusercontent.com/p/AF1QipMfKD1_XQJC6rQdCGk-c0Cp6Ze-e6bVpAuwPwJC=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Celebrations Bridal & Fashion,"3131 S Jones Blvd, Las Vegas, NV 89146",Las Vegas,Nevada,202,http://www.celebrationslvnv.com/,+1 702-222-0507,https://lh5.googleusercontent.com/p/AF1QipOvG8KqiPyUpWP-gKZMa6VMLGhZoFVn3MGgtQyF=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Eagle Framing & Art Gallery,"1510 S Wells Ave, Reno, NV 89502",Reno,Nevada,56,No data available,+1 775-827-6206,https://lh5.googleusercontent.com/p/AF1QipPh4GymSB-4Xawu47u_13g6fIOEUgnfwnSyFOQR=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Chic & Cozy Consignment Furniture,"10624 S Eastern Ave Suite I, Henderson, NV 89052",Henderson,Nevada,114,https://chicandcozyconsignments.com/,+1 702-778-1443,https://lh5.googleusercontent.com/p/AF1QipPmcgOicifdSmmf3sEIpkb7yDk--8hjwxPuq5h4=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Blue Sky Thrift Store,"1750 W Williams Ave, Fallon, NV 89406",Fallon,Nevada,44,https://www.facebook.com/FALLONNNHS/,+1 775-423-6140,https://lh5.googleusercontent.com/p/AF1QipO3CjVmYw25WC765EyP6DdEhfQMGe-366Dk4nHY=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Chrome Hearts,"3500 S Las Vegas Blvd Suite S - 40, Las Vegas, NV 89109",Las Vegas,Nevada,107,https://www.chromehearts.com/,+1 702-893-9949,https://lh5.googleusercontent.com/p/AF1QipMW5n2uj0ipb8YYznkX1ogFcbLsU4WmouuGNgOB=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Charleston Outlet Thrift Store,"1548 E Charleston Blvd, Las Vegas, NV 89104",Las Vegas,Nevada,358,No data available,+1 702-388-1446,https://lh5.googleusercontent.com/p/AF1QipOTQY15Cz5RePMkim6u-p7G3srLIM5Bmhuvlj33=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Bulldog Liquidators,"3185 E Tropicana Ave, Las Vegas, NV 89121",Las Vegas,Nevada,1997,http://bulldogliquidators702.com/,+1 702-433-8200,https://lh5.googleusercontent.com/p/AF1QipMLkV7HOck6tgzwnWV3icKj1nr8n2uFqQES_qVG=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Silver State Plaza,"N McCarran Blvd, Sparks, NV 89431",Sparks,Nevada,662,No data available,0,https://lh5.googleusercontent.com/p/AF1QipMEkkDdiZ7o2ECtUdC5x5oen-PiOL0Y5XLL7-8x=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Find,"4865 Longley Ln # D, Reno, NV 89502",Reno,Nevada,30,http://www.thefindreno.com/,+1 775-322-3463,https://lh5.googleusercontent.com/p/AF1QipNDvKhWt5QVB5I9rOM3uybZ2uYnD6h5-e7q2Gc=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
United Cerebral Palsy,"450 W Silver St Ste 102, Elko, NV 89801",Elko,Nevada,33,No data available,+1 775-753-9612,https://lh5.googleusercontent.com/p/AF1QipPJs0HkhmovFGbmNQfyL8uyNnBCJ6zwc_ARxk5Y=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
St. Vincent's Super Thrift,"190 E Glendale Ave, Sparks, NV 89431",Sparks,Nevada,409,https://ccsnn.org/pages/st-vincents-super-thrift,+1 775-870-4049,https://lh5.googleusercontent.com/p/AF1QipMSrZ9wrAIZE5U_NOt3vsLl875Ad22UqIiJxGAX=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Thrift Depot,"575 E 4th St, Reno, NV 89512",Reno,Nevada,98,https://rsgm.org/thrift-stores/,+1 775-786-4499,https://lh5.googleusercontent.com/p/AF1QipN-xUpSemcZXaq02q0WPLkPc3tzQqQIEXMSv_QF=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Paradise Mall,"3355 E Russell Rd, Las Vegas, NV 89120",Las Vegas,Nevada,347,http://shopparadisemall.com/,+1 702-982-7000,https://lh5.googleusercontent.com/p/AF1QipN4BgXQn8GsOBtkd-pjPCBYPzCNaaVll6Ksy0yO=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Village East Plaza,"6883 S Eastern Ave, Las Vegas, NV 89119",Las Vegas,Nevada,59,http://village-east-plaza.edan.io/,0,https://lh5.googleusercontent.com/p/AF1QipODTQXgYdCbAJflQofnxhySFfTuDtRNK9XAGVEK=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Boulder City Antique Market,"1101 Arizona St, Boulder City, NV 89005",Boulder City,Nevada,189,http://www.bcantiquemarket.com/,+1 702-293-2733,https://lh5.googleusercontent.com/p/AF1QipNYa293Zx-Ue7JNbZBVLpmyskGbqCiue5TU-2mh=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Designs By Simon Fine Furniture,"1250 S Rainbow Blvd, Las Vegas, NV 89146",Las Vegas,Nevada,44,https://coasterhomestore.com/,+1 702-448-7769,https://lh5.googleusercontent.com/p/AF1QipNN_EEAd5ZzeRUDck_eScc_r3vomN9JjKiT-yF4=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Furniture Brokers Lv,"1999 N Lamb Blvd, Las Vegas, NV 89115",Las Vegas,Nevada,49,No data available,+1 702-583-8358,https://lh5.googleusercontent.com/p/AF1QipPe9IDPw_DIqNe4d4UnTKLdGqFnMq7FpgtZpqQE=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Emma Clothing,"808 N Main St, Las Vegas, NV 89101",Las Vegas,Nevada,62,No data available,+1 702-487-5311,https://lh5.googleusercontent.com/p/AF1QipPZn2Z_stJvITNCQNllF6gyVEbjbbKwhFh8ShTp=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Retail Store And Donation Center,"1201 S Loop Rd, Pahrump, NV 89048",Pahrump,Nevada,334,http://www.goodwill.vegas/thrift-store-30-1201-loop-road-pahrump-nevada-89048/,+1 775-727-9200,https://lh5.googleusercontent.com/p/AF1QipNjl0acqITdFjvNRFQv3U_FqcnnSOXNGEWqdDbN=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Plato's Closet Carson City,"1305 S Carson St, Carson City, NV 89701",Carson City,Nevada,95,http://platoscloset.com/locations/carson-city-nv,+1 775-301-6822,https://lh5.googleusercontent.com/p/AF1QipOXkMVGrm1uenfwKK4xHv04tz-3cgXhISgP0i-q=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Clearance Center,"7940 S Valley View Blvd Suite 100, Las Vegas, NV 89139",Las Vegas,Nevada,631,https://www.goodwillvegas.org/,+1 702-214-2008,https://lh5.googleusercontent.com/p/AF1QipM1nSwKliHVfUaOqdh17usiA3tIcx91NjronAbI=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Karma Tahoe,"868 Tahoe Blvd #12, Incline Village, NV 89451",Incline Village,Nevada,29,http://www.karmatahoe.com/,+1 775-399-0664,https://lh5.googleusercontent.com/p/AF1QipMOpoXPVTsHZr3ekdwgLgYHhHZA8hDGFmKS98DZ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Four Seasons Smoke Shop,"4058 US-95, Schurz, NV 89427",Schurz,Nevada,328,No data available,+1 775-773-2588,https://lh5.googleusercontent.com/p/AF1QipM1HJB872BvCO4dO_jTfGLkNHKFZAXDWPFG00Io=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Castaways Resale Store,"241 N Stephanie St, Henderson, NV 89074",Henderson,Nevada,310,http://www.castawaysresale.com/,+1 702-425-9146,https://lh5.googleusercontent.com/p/AF1QipNuY_BPjglBgKdkSgn-RjGBCiGNruWe6VgL1vhA=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Indy Clover Las Vegas,"4450 N Tenaya Wy #135, Las Vegas, NV 89129",Las Vegas,Nevada,80,https://www.indyclover.com/,+1 702-613-9014,https://lh5.googleusercontent.com/p/AF1QipO54t2h4709zfEDVwnIq49qJzIkFoyFIJCjL601=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
+ Super 99 Center +,"2264 S Nellis Blvd, Las Vegas, NV 89104",Las Vegas,Nevada,287,http://supermaxxlv.com/,+1 702-431-9999,https://lh5.googleusercontent.com/p/AF1QipPFmyTZuuYR1yS5fYbWZX-SXJBiVYiZApMx0INw=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Virginia City Mercantile,"85 S C St, Virginia City, NV 89440",Virginia City,Nevada,120,http://www.virginiacitymercantile.com/,0,https://lh5.googleusercontent.com/p/AF1QipPDHABiA2sNO4y0JsBiHnjANTXbjnE5e2hLMi2n=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Stagecoach Country Market,"8230 US-50, Silver Springs, NV 89429",Silver Springs,Nevada,100,https://www.pointy.com/shops/usa/nevada/silver-springs/stagecoach-country-market,+1 775-629-9640,https://lh5.googleusercontent.com/p/AF1QipOG86lcQPHiWMSQaZOoT-rrqQIZIAYIoOyprhQ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Especially For You,"1218 Eddy St, Gardnerville, NV 89410",Gardnerville,Nevada,31,http://efy-online.com/,+1 775-782-1966,https://lh5.googleusercontent.com/p/AF1QipPqRwUTjQCscZ3RI9izazegvaVeIG1hhd4sbPk2=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mccarran Plaza,"E Prater Way, Sparks, NV 89431",Sparks,Nevada,530,No data available,0,https://lh5.googleusercontent.com/p/AF1QipNhIPsZUhWu2IRTe9ihC_BA7z6m4jNuzE9_9TIX=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Stuf N' Such Thrift Store,"99 S Nevada St, Fallon, NV 89406",Fallon,Nevada,67,https://www.facebook.com/bcchthriftstore/,+1 775-423-6446,https://lh5.googleusercontent.com/p/AF1QipMoc_nM-2mhz8S2hYsf8REcfg9U6oiKoUIUPLsP=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Flamingo Eastern Llc,"4161 S Eastern Ave, Las Vegas, NV 89119",Las Vegas,Nevada,788,No data available,0,https://lh5.googleusercontent.com/p/AF1QipNmyf1RGplESu0YGPZEz5P3VxnioeB8JAh8kW2A=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Flip Flop Thrift & Consignment,"1544 U.S. Hwy 395 N, Gardnerville, NV 89410",Gardnerville,Nevada,34,No data available,+1 775-392-0371,https://lh5.googleusercontent.com/p/AF1QipO471KG1OzTbzS2E5UAk4U0P62_-7I3XyYlskGI=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Carson Antiques & Collectibles Mall,"1831 N Carson St, Carson City, NV 89701",Carson City,Nevada,38,http://www.carsoncityantiquemall.com/,+1 775-461-3142,https://lh5.googleusercontent.com/p/AF1QipNosrzKLkHB3tCF4uK4ci-tUqKkgWmwn6EBhcEO=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
The Giving Store,"274 E Lake Mead Pkwy, Henderson, NV 89015",Henderson,Nevada,96,http://thegivingstorenv.com/,+1 702-565-4483,https://lh5.googleusercontent.com/p/AF1QipMCX8nCIBT2auQBvVbNCI0ZIaR7xUPTZSxnOrlT=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Janie And Jack,"3200 S Las Vegas Blvd #1560, Las Vegas, NV 89109",Las Vegas,Nevada,28,https://www.janieandjack.com/stores?lang=en_US,+1 702-734-0433,https://lh5.googleusercontent.com/p/AF1QipNnr8XX_83r6j_s5UGy4d_HGeGI7_cxjKJyU96O=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Furniture Gallery Lv,"5752 S Fort Apache Rd, Las Vegas, NV 89148",Las Vegas,Nevada,76,http://furnituregallerylv.com/,+1 725-205-1592,https://lh5.googleusercontent.com/p/AF1QipNwUcqBlN2WCJslodqabofmLDqQOJJ1rmfLZnaB=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Me ‘N Mommy To Be,"4960 S Fort Apache Rd #400, Las Vegas, NV 89148",Las Vegas,Nevada,763,http://me-n-mommytobe.com/,+1 702-906-0077,https://lh5.googleusercontent.com/p/AF1QipPD_OMs-AMGyMRoP8T7W9u2hdNP4uW0ja0OqKlV=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Sonoma Industries,"319 Baud St, Winnemucca, NV 89445",Winnemucca,Nevada,28,No data available,+1 775-625-7350,https://lh5.googleusercontent.com/p/AF1QipMSYeSVwzV_HSeEJ_zoaRlyhSvyDNRz_26IFVYI=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Cat's Meow Antiques & Collectibles,"310 S Bridge St, Winnemucca, NV 89445",Winnemucca,Nevada,26,http://www.facebook.com/thecatsmeownv,+1 775-625-0446,https://lh5.googleusercontent.com/p/AF1QipOg_QmMeroWK1-ud5dXkyNgh4C2b2YGXxGuMmwY=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Faith Lutheran Thrift Store,"2211 S Rainbow Blvd, Las Vegas, NV 89146",Las Vegas,Nevada,189,https://www.faithlutheranlv.org/supporting-faith/thrift-store,+1 702-242-0224,https://lh5.googleusercontent.com/p/AF1QipNhWpcss-AyKRn5hU2ahgzttGP9jOZSs7gH4mE0=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Rainbow Shops,"4471 W Charleston Blvd, Las Vegas, NV 89102",Las Vegas,Nevada,376,https://stores.rainbowshops.com/nv/las-vegas/515/?utm_source=G,+1 702-822-1695,https://lh5.googleusercontent.com/p/AF1QipMUGBWxGuWHwVogN_CCJygExLZJdBQlJj8Z02j3=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Coming Around Again,"891 B St, Fernley, NV 89408",Fernley,Nevada,50,No data available,+1 775-575-1000,https://lh5.googleusercontent.com/p/AF1QipO7wWcJ18AtIyfUv4uTqpK8n-FUVbQD3-B8nqWQ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Kid To Kid Summerlin,"9326 W Sahara Ave #2, Las Vegas, NV 89117",Las Vegas,Nevada,358,https://kidtokid.com/location/summerlin,+1 702-240-4783,https://lh5.googleusercontent.com/p/AF1QipOMocAbrCC0z8We6IljpW88kxbgfX0vFcgOY5tE=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Bellies To Babies Boutique,"6285 S Rainbow Blvd Suite 130, Las Vegas, NV 89118",Las Vegas,Nevada,29,http://belliestobabiesboutique.com/,+1 702-462-5541,https://lh5.googleusercontent.com/p/AF1QipMPRZK1gbAkWBza8jOKnNZAV_N4PzlGWFnWGdYq=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Goodwill Store: Belmont,"95 Daniel Webster Hwy, Belmont, NH 03220",Belmont,New Hampshire,211,https://goodwillnne.org/,+1 603-527-1362,https://lh5.googleusercontent.com/p/AF1QipOoDtuueV7kVzqOJ7kwSAgrFRGJnBX7iflq0cgu=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Wonderland Thrift Shop,"28 Portsmouth Ave, Stratham, NH 03885",Stratham,New Hampshire,77,No data available,+1 603-686-5313,https://lh5.googleusercontent.com/p/AF1QipN80aZ-yZDcy1aVbJ-HnuySLNhiFAnl7btnXP7u=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Bedford Home Consignment & Old Hickory Buildings Authorized Dealer,"400 Boynton St, Bedford, NH 03110",Bedford,New Hampshire,42,http://bedfordhomeconsignment.com/,+1 603-782-3009,https://lh5.googleusercontent.com/p/AF1QipNLi0NJs3mdQu0Wrd7sBuOH-pF3eKh9u--pWe5H=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Strafford Appliance Company Inc.,"90 New Rochester Rd, Dover, NH 03820",Dover,New Hampshire,116,https://www.straffordhomeappliances.com/,+1 603-742-2105,https://lh5.googleusercontent.com/p/AF1QipPjSTbn0uK3NJsOtMYzc7Ck46MGuQXgDkspTKFO=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Store: Seabrook,"21 Chevy Chase Rd, Seabrook, NH 03874",Seabrook,New Hampshire,195,https://goodwillnne.org/,+1 603-474-0980,https://lh5.googleusercontent.com/p/AF1QipPmdloMUoqt8d5OIgaC7wfhQ-0rnMZJ-Y0Z056t=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Store: Salem,"23 S Broadway, Salem, NH 03079",Salem,New Hampshire,315,https://goodwillnne.org/locations/goodwill-store-salem-nh/,+1 603-898-3800,https://lh5.googleusercontent.com/p/AF1QipMzMPfaNoitOjYuXZBY6g5_bLV2ILYOsUig6Z6z=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Dublin General Store,"1257 Main St, Dublin, NH 03444",Dublin,New Hampshire,405,No data available,+1 603-563-8401,https://lh5.googleusercontent.com/p/AF1QipMeZ6gobRjoLzZDuiaYpIQUt4A1DF-JXypO5txK=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Kerry's Closet & Consignment,"95 Bridge St, Pelham, NH 03076",Pelham,New Hampshire,49,http://www.kerryscloset.com/,+1 603-508-6660,https://lh5.googleusercontent.com/p/AF1QipMWKktvuJUDn7gPPaPQzlJ7fsdI41eLz8qZcB1t=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Bristol Community Services Inc,"21 N Main St, Bristol, NH 03222",Bristol,New Hampshire,40,No data available,+1 603-744-2222,https://lh5.googleusercontent.com/p/AF1QipO_gEKT7JfBm7GR6_osk-4IB8Dd5aEUlV8qVEpz=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
St Vincent De Paul Society,"1269 Union Ave, Laconia, NH 03246",Laconia,New Hampshire,120,https://www.stvdplaconia.org/,+1 603-524-5470,https://lh5.googleusercontent.com/p/AF1QipP3mdN4dOgdHfD-SOED2TlNva8Pogxxn6cEMm87=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
J.August Jewelry Consignment,"25 NH-101A, Amherst, NH 03031",Amherst,New Hampshire,29,http://www.jaugustjewelry.com/,+1 603-672-5999,https://lh5.googleusercontent.com/p/AF1QipN3GQPvTYGoWKUMUeWhwXgbn8___mWeuvTikz8N=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes
Chris's Nostalgia Shop,"30 Union St, Whitefield, NH 03598",Whitefield,New Hampshire,40,https://www.facebook.com/ChrissNostalgiaShop/?ref=bookmarks,+1 603-837-7183,https://lh5.googleusercontent.com/p/AF1QipPNTCpCtTsK0UrU2a9xS8ktS2xyZyNTdvmU-aam=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
New Hampshire Country Store,"229 Chocorua Mountain Hwy, Chocorua, NH 03817",Chocorua,New Hampshire,190,No data available,+1 603-323-8200,https://lh5.googleusercontent.com/p/AF1QipPgj19R_T6Wmbg4JlkXMKRGKIGAeFbwcpt6Lo9M=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Time Capsule Antiques & More,"23 Plaistow Rd unit 1a, Plaistow, NH 03865",Plaistow,New Hampshire,26,http://timecapsuleantiquesandmore.com/,+1 603-974-7126,https://lh5.googleusercontent.com/p/AF1QipM1gK5cmzEUSQmZJ4YIbOjMOWf7FpmDTGayDPCx=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Little Red Wagon,"758 Meadow St, Littleton, NH 03561",Littleton,New Hampshire,127,http://littleredwagonnh.com/policies,0,https://lh5.googleusercontent.com/p/AF1QipOkXlSqOiCU5viavQC2tlDr2gL3jbFa5FXOd2Al=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Arnold Bakery Thrift Store,"76 Lincoln St, Exeter, NH 03833",Exeter,New Hampshire,35,No data available,+1 603-772-1257,https://lh5.googleusercontent.com/p/AF1QipPfs9iYkfg6_wKOFLwZEBvCkIc2omY5je50Nlbn=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Lets Play Collectibles And Things Llc Hooksett,"1134 Hooksett Rd, Hooksett, NH 03106",Hooksett,New Hampshire,28,https://letsplaytcg.com/,+1 603-232-2134,https://lh5.googleusercontent.com/p/AF1QipOX-F-V7gVgP3ngAzljzGFPw7zUyDZE6z3exyMq=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
More Than A Thrift Store,"19 Ralston St, Keene, NH 03431",Keene,New Hampshire,114,http://www.keenethriftstore.com/,+1 603-355-1890,https://lh5.googleusercontent.com/p/AF1QipOA_MvkF5mhhw_Ng4a1IbCzlRCVzwE1cQfSL2VR=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
J G Flea Market Of Rochester,"184 Milton Rd, Rochester, NH 03868",Rochester,New Hampshire,113,https://www.facebook.com/groups/418448398844302,+1 603-948-1146,https://lh5.googleusercontent.com/p/AF1QipN7mfkNdrunG94-HqOIjEs9IipdpN01LaOgxzt8=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Clothes Line,"80 Peterborough St, Jaffrey, NH 03452",Jaffrey,New Hampshire,33,https://www.facebook.com/profile.php?id=61552594263950,+1 603-532-5691,https://lh5.googleusercontent.com/p/AF1QipMySf7FAyCX9SfNlMmL_8Dn98CAi-mIY70eb6gV=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Double Play Hobby Consignments,"479 Elm St, Milford, NH 03055",Milford,New Hampshire,59,http://doubleplayhobbyconsignments.com/,+1 603-582-4224,https://lh5.googleusercontent.com/p/AF1QipOJZlDE6OcrJvUYqgk39HqW4wXBHEeJb1dqxNj2=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Endless Treasures Antiques,"46 Main St, Newport, NH 03773",Newport,New Hampshire,88,No data available,+1 802-289-2000,https://lh5.googleusercontent.com/p/AF1QipMZI7xJEWTaMkDMUSTVasELp59G--poGG6_wJpo=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Rochester Crossing,"160 Washington St, Rochester, NH 03839",Rochester,New Hampshire,1461,http://www.rochester-crossing.com/,+1 603-524-1928,https://lh5.googleusercontent.com/p/AF1QipOrrRbonE3oZ8fP3k3V_MjpHgUfSGpBXE2ff-wQ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Salvation Army Thrift Store,"7 Martin Dr, West Lebanon, NH 03784",West Lebanon,New Hampshire,43,No data available,+1 603-298-8724,https://lh5.googleusercontent.com/p/AF1QipNbYoBrNVDLAvsnnCwIp_cPAeHPW3xMMOlZVS_l=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Listen Thrift Store & Donation Center,"387 Miracle Mile, Lebanon, NH 03766",Lebanon,New Hampshire,223,No data available,No data available,No data available,Low,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
New Life Thrift Shop,"35 Gould St, Henniker, NH 03242",Henniker,New Hampshire,26,https://www.facebook.com/New-Life-Thrift-Shop-434159510002886/,+1 603-428-7222,https://lh5.googleusercontent.com/p/AF1QipPm9GoBAT6lvlaHRtKvN4MR-t2sYV2sk8Xu20W9=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
